href,title
https://www.seloger.com/annonces/achat/appartement/paris-1er-75/les-halles/251412743.htm?serp_view=list&search=distributionTypes%3DBuy%26locations%3DAD08FR31096#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Appartement à vendre - Paris 1er - 560 000 € - 2 pièces, 1 chambre, 45 m², Étage 5/6"
https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/nation-picpus/251327513.htm?serp_view=list&search=distributionTypes%3DBuy%26locations%3DAD08FR31096#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Appartement à vendre - Paris 12ème - 849 000 € - 4 pièces, 2 chambres, 83,5 m², Étage 1/7"
https://www.bellesdemeures.com/251373637/detail.htm,"Appartement à vendre - Paris 18ème - 1 550 000 € - 5 pièces, 4 chambres, 191,9 m², RDC/1"
https://www.seloger.com/annonces/achat/appartement/paris-5eme-75/jardin-des-plantes/251540521.htm?serp_view=list&search=distributionTypes%3DBuy%26locations%3DAD08FR31096#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Appartement à vendre - Paris 5ème - 620 000 € - 3 pièces, 2 chambres, 51 m², Étage 1/6"
https://www.bellesdemeures.com/251540367/detail.htm,"Duplex à vendre - Paris 16ème - 1 595 000 € - 6 pièces, 4 chambres, 137 m², Étage 3/4"
https://www.bellesdemeures.com/251540209/detail.htm,"Loft à vendre - Paris 6ème - 1 050 000 € - 2 pièces, 1 chambre, 84 m², Étage 4/4"
https://www.bellesdemeures.com/251536335/detail.htm,"Appartement à vendre - Paris 16ème - 1 180 000 € - 4 pièces, 2 chambres, 109 m², Étage 2/7"
https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/goutte-d-or-chateau-rouge/251535709.htm?serp_view=list&search=distributionTypes%3DBuy%26locations%3DAD08FR31096#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Appartement à vendre - Paris 18ème - 388 900 € - 2 pièces, 1 chambre, 44 m², Étage 1/3"
https://www.seloger.com/annonces/achat/appartement/paris-5eme-75/sorbonne/251533995.htm?serp_view=list&search=distributionTypes%3DBuy%26locations%3DAD08FR31096#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Appartement à vendre - Paris 5ème - 668 900 € - 2 pièces, 1 chambre, 55 m², Étage 6/8"
https://www.seloger.com/annonces/achat/bureaux/montrouge-92/jean-jaures/239034957.htm?serp_view=list&search=distributionTypes%3DBuy%26locations%3DAD08FR31096#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,Espace bureau à vendre - Montrouge - 592 500 € - 140 m² de bureaux
https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/patay-massena/251533033.htm?serp_view=list&search=distributionTypes%3DBuy%26locations%3DAD08FR31096#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Appartement à vendre - Paris 13ème - 469 000 € - 2 pièces, 1 chambre, 52 m², Étage 1/6"
https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/nation-picpus/251361839.htm?serp_view=list&search=distributionTypes%3DBuy%26locations%3DAD08FR31096#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Appartement à vendre - Paris 12ème - 1 400 000 € - 4 pièces, 3 chambres, 101,5 m², Étage 4/9"
https://www.bellesdemeures.com/251309087/detail.htm,"Appartement à vendre - Paris 2ème - 749 000 € - 2 pièces, 1 chambre, 48 m², Étage 2/6"
