PRICE,TYPE,LOC,AREA,TERRAIN,DISPONIBL MAINTEN,NEUF,CHAMBRE,PIECE,FLOOR,FLOORS,POINT,CENTROID,CENTROID W,PRED,CAT
3780000.0,APPART A VENDR,75016,247.0,0.0,0,0,6,7,3,8,"(247.0, 0.0, 0.0, 0.0, 6.0, 7.0, 3.0, 8.0)","(255.89999999999998, 0.0, 0.0, 0.0, 4.461538461538462, 7.076923076923077, 3.5384615384615383, 5.923076923076923)",246.0,3888846.153846154,"('APPART A VENDR', '75016')"
2600000.0,APPART A VENDR,75016,200.0,0.0,0,0,4,7,2,2,"(200.0, 0.0, 0.0, 0.0, 4.0, 7.0, 2.0, 2.0)","(185.35833333333335, 0.0, 0.0, 0.0, 3.5, 5.75, 2.0, 5.166666666666667)",246.0,2641250.0,"('APPART A VENDR', '75016')"
1540000.0,APPART A VENDR,75003,120.8,0.0,0,0,3,5,6,7,"(120.8, 0.0, 0.0, 0.0, 3.0, 5.0, 6.0, 7.0)","(115.2, 0.0, 0.0, 0.0, 2.8, 4.6, 3.2, 4.2)",37.0,1525000.0,"('APPART A VENDR', '75003')"
292000.0,APPART A VENDR,75006,22.0,0.0,0,0,1,1,5,5,"(22.0, 0.0, 0.0, 0.0, 1.0, 1.0, 5.0, 5.0)","(19.066666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 1.0, 3.6666666666666665, 5.666666666666667)",60.0,267333.3333333333,"('APPART A VENDR', '75006')"
2490000.0,APPART A VENDR,75016,147.5,0.0,0,0,3,5,6,8,"(147.5, 0.0, 0.0, 0.0, 3.0, 5.0, 6.0, 8.0)","(153.18, 0.0, 0.0, 0.1, 3.25, 5.25, 2.9, 5.85)",246.0,2000300.0,"('APPART A VENDR', '75016')"
1595000.0,APPART A VENDR,75001,70.0,0.0,0,1,1,2,5,5,,,,,"('APPART A VENDR', '75001')"
280000.0,APPART A VENDR,75014,20.0,0.0,0,0,1,1,2,4,"(20.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 4.0)","(21.54, 0.0, 0.0, 0.0, 1.0, 1.4, 1.8, 3.4)",46.0,244600.0,"('APPART A VENDR', '75014')"
1248000.0,APPART A VENDR,75016,112.4,0.0,0,0,3,5,2,6,"(112.4, 0.0, 0.0, 0.0, 3.0, 5.0, 2.0, 6.0)","(107.33888888888889, 0.0, 0.0, 0.0, 2.6666666666666665, 4.444444444444445, 2.7777777777777777, 6.555555555555555)",246.0,1407866.6666666667,"('APPART A VENDR', '75016')"
770000.0,APPART A VENDR,75017,58.0,0.0,0,0,1,2,5,5,"(58.0, 0.0, 0.0, 0.0, 1.0, 2.0, 5.0, 5.0)","(59.12222222222223, 0.0, 0.0, 0.0, 1.5555555555555556, 2.5555555555555554, 3.2222222222222223, 4.555555555555555)",113.0,756500.0,"('APPART A VENDR', '75017')"
770000.0,APPART A VENDR,75017,58.0,0.0,0,0,1,2,5,5,"(58.0, 0.0, 0.0, 0.0, 1.0, 2.0, 5.0, 5.0)","(59.12222222222223, 0.0, 0.0, 0.0, 1.5555555555555556, 2.5555555555555554, 3.2222222222222223, 4.555555555555555)",113.0,756500.0,"('APPART A VENDR', '75017')"
450000.0,APPART A VENDR,75016,41.0,0.0,0,0,1,2,2,5,"(41.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 5.0)","(43.4125, 0.0, 0.0, 0.0, 1.0, 1.9375, 2.75, 6.625)",246.0,502525.0,"('APPART A VENDR', '75016')"
498000.0,APPART A VENDR,75007,34.0,0.0,0,0,1,2,2,6,"(34.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 6.0)","(32.7375, 0.0, 0.0, 0.0, 1.0, 1.75, 3.5, 5.25)",87.0,508750.0,"('APPART A VENDR', '75007')"
780000.0,APPART A VENDR,75016,60.0,0.0,0,0,1,2,2,8,"(60.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 8.0)","(59.76451612903226, 0.0, 0.0, 0.03225806451612903, 1.3548387096774193, 2.5483870967741935, 3.129032258064516, 5.645161290322581)",246.0,742532.2580645161,"('APPART A VENDR', '75016')"
1850000.0,APPART A VENDR,75017,146.7,0.0,0,0,4,5,6,6,"(146.7, 0.0, 0.0, 0.0, 4.0, 5.0, 6.0, 6.0)","(153.51666666666665, 0.0, 0.0, 0.0, 3.6666666666666665, 5.666666666666667, 3.0, 5.666666666666667)",113.0,2001142.857142857,"('APPART A VENDR', '75017')"
219000.0,APPART A VENDR,93000,36.5,0.0,0,1,1,2,0,0,,,,,"('APPART A VENDR', '93000')"
985000.0,APPART A VENDR,75003,76.0,0.0,0,0,2,3,3,3,"(76.0, 0.0, 0.0, 0.0, 2.0, 3.0, 3.0, 3.0)","(75.73333333333333, 0.0, 0.0, 0.0, 2.0, 3.3333333333333335, 2.6666666666666665, 2.6666666666666665)",37.0,1048333.3333333334,"('APPART A VENDR', '75003')"
653000.0,DUPLEX A VENDR,75011,79.0,0.0,0,0,2,3,0,4,,,,,"('DUPLEX A VENDR', '75011')"
700000.0,APPART A VENDR,75017,61.2,0.0,0,0,2,3,4,7,"(61.2, 0.0, 0.0, 0.0, 2.0, 3.0, 4.0, 7.0)","(59.12222222222223, 0.0, 0.0, 0.0, 1.5555555555555556, 2.5555555555555554, 3.2222222222222223, 4.555555555555555)",113.0,756500.0,"('APPART A VENDR', '75017')"
250000.0,APPART A VENDR,75018,30.0,0.0,1,0,1,1,4,7,"(30.0, 0.0, 1.0, 0.0, 1.0, 1.0, 4.0, 7.0)","(28.513333333333332, 0.0, 0.06666666666666667, 0.0, 1.0, 1.5333333333333334, 3.066666666666667, 6.933333333333334)",119.0,258750.0,"('APPART A VENDR', '75018')"
155000.0,APPART A VENDR,75020,15.0,0.0,0,0,1,1,0,8,,,,,"('APPART A VENDR', '75020')"
396900.0,APPART A VENDR,75015,42.0,0.0,0,0,1,2,1,6,"(42.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 6.0)","(39.58, 0.0, 0.0, 0.0, 1.0, 1.6, 0.4, 5.2)",89.0,358380.0,"('APPART A VENDR', '75015')"
616000.0,APPART A VENDR,75011,64.0,0.0,0,0,2,3,0,6,"(64.0, 0.0, 0.0, 0.0, 2.0, 3.0, 0.0, 6.0)","(61.73333333333333, 0.0, 0.0, 0.0, 1.6666666666666667, 2.6666666666666665, 1.5, 4.0)",49.0,706333.3333333334,"('APPART A VENDR', '75011')"
488000.0,APPART A VENDR,75019,60.0,0.0,0,0,1,2,3,6,,,,,"('APPART A VENDR', '75019')"
940000.0,APPART A VENDR,75018,87.0,0.0,0,0,1,3,4,6,"(87.0, 0.0, 0.0, 0.0, 1.0, 3.0, 4.0, 6.0)","(87.0, 0.0, 0.0, 0.0, 1.75, 3.75, 2.75, 6.0)",119.0,796750.0,"('APPART A VENDR', '75018')"
750000.0,APPART A VENDR,75015,85.0,0.0,0,0,3,4,0,0,"(85.0, 0.0, 0.0, 0.0, 3.0, 4.0, 0.0, 0.0)","(85.6, 0.0, 0.0, 0.2, 2.4, 3.8, 1.8, 5.6)",89.0,1736142.857142857,"('APPART A VENDR', '75015')"
1750000.0,APPART A VENDR,75017,120.0,0.0,0,0,3,5,2,7,"(120.0, 0.0, 0.0, 0.0, 3.0, 5.0, 2.0, 7.0)","(123.14999999999999, 0.0, 0.0, 0.0, 2.6666666666666665, 4.666666666666667, 1.8333333333333333, 5.166666666666667)",113.0,1484714.2857142857,"('APPART A VENDR', '75017')"
3535000.0,APPART A VENDR,75016,240.1,0.0,0,0,5,9,6,7,"(240.1, 0.0, 0.0, 0.0, 5.0, 9.0, 6.0, 7.0)","(255.89999999999998, 0.0, 0.0, 0.0, 4.461538461538462, 7.076923076923077, 3.5384615384615383, 5.923076923076923)",246.0,3888846.153846154,"('APPART A VENDR', '75016')"
1020000.0,APPART A VENDR,75005,77.0,0.0,0,0,1,2,1,5,,,,,"('APPART A VENDR', '75005')"
530000.0,APPART A VENDR,92000,55.0,0.0,0,0,1,2,0,8,"(55.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 8.0)","(52.15, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 7.0)",47.0,446333.3333333333,"('APPART A VENDR', '92000')"
628500.0,APPART A VENDR,75018,50.3,0.0,0,0,2,2,2,4,"(50.3, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 4.0)","(53.1, 0.0, 0.0, 0.5, 1.625, 2.5, 1.875, 4.0)",119.0,537062.5,"('APPART A VENDR', '75018')"
1440000.0,APPART A VENDR,75009,117.3,0.0,0,0,3,5,2,2,,,,,"('APPART A VENDR', '75009')"
929000.0,APPART A VENDR,75017,94.0,0.0,0,0,2,3,1,1,"(94.0, 0.0, 0.0, 0.0, 2.0, 3.0, 1.0, 1.0)","(96.4625, 0.0, 0.0, 0.0, 2.25, 3.75, 3.375, 5.25)",113.0,1138500.0,"('APPART A VENDR', '75017')"
1190000.0,APPART A VENDR,75016,95.8,0.0,0,0,2,4,3,7,"(95.8, 0.0, 0.0, 0.0, 2.0, 4.0, 3.0, 7.0)","(93.64375, 0.0, 0.0, 0.0, 2.0, 3.75, 3.0625, 6.5)",246.0,1183497.5,"('APPART A VENDR', '75016')"
619000.0,APPART A VENDR,75015,70.7,0.0,0,0,2,3,2,2,"(70.7, 0.0, 0.0, 0.0, 2.0, 3.0, 2.0, 2.0)","(75.21111111111111, 0.0, 0.0, 0.1111111111111111, 1.8888888888888888, 3.6666666666666665, 1.4444444444444444, 4.666666666666667)",89.0,756111.1111111111,"('APPART A VENDR', '75015')"
770000.0,APPART A VENDR,75017,58.0,0.0,0,0,2,3,5,5,"(58.0, 0.0, 0.0, 0.0, 2.0, 3.0, 5.0, 5.0)","(59.12222222222223, 0.0, 0.0, 0.0, 1.5555555555555556, 2.5555555555555554, 3.2222222222222223, 4.555555555555555)",113.0,756500.0,"('APPART A VENDR', '75017')"
990000.0,APPART A VENDR,75016,75.0,0.0,0,0,2,3,4,7,"(75.0, 0.0, 0.0, 0.0, 2.0, 3.0, 4.0, 7.0)","(75.36538461538461, 0.0, 0.0, 0.038461538461538464, 1.7307692307692308, 3.1153846153846154, 3.923076923076923, 6.730769230769231)",246.0,1014130.7692307692,"('APPART A VENDR', '75016')"
3398000.0,APPART A VENDR,75016,213.0,0.0,0,0,4,6,1,7,"(213.0, 0.0, 0.0, 0.0, 4.0, 6.0, 1.0, 7.0)","(220.1, 0.0, 0.0, 0.0, 4.125, 6.875, 1.625, 5.0)",246.0,3257875.0,"('APPART A VENDR', '75016')"
1590000.0,APPART A VENDR,75016,103.0,0.0,0,0,3,4,6,6,"(103.0, 0.0, 0.0, 0.0, 3.0, 4.0, 6.0, 6.0)","(107.33888888888889, 0.0, 0.0, 0.0, 2.6666666666666665, 4.444444444444445, 2.7777777777777777, 6.555555555555555)",246.0,1407866.6666666667,"('APPART A VENDR', '75016')"
1250000.0,APPART A VENDR,75017,121.3,0.0,0,0,2,4,0,7,"(121.3, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 7.0)","(123.14999999999999, 0.0, 0.0, 0.0, 2.6666666666666665, 4.666666666666667, 1.8333333333333333, 5.166666666666667)",113.0,1484714.2857142857,"('APPART A VENDR', '75017')"
585000.0,APPART A VENDR,75007,35.8,0.0,0,0,1,2,5,6,"(35.8, 0.0, 0.0, 0.0, 1.0, 2.0, 5.0, 6.0)","(32.7375, 0.0, 0.0, 0.0, 1.0, 1.75, 3.5, 5.25)",87.0,508750.0,"('APPART A VENDR', '75007')"
660000.0,APPART A VENDR,75019,86.0,0.0,0,0,3,4,1,8,,,,,"('APPART A VENDR', '75019')"
1250000.0,APPART A VENDR,75016,122.8,0.0,0,0,3,5,4,8,"(122.8, 0.0, 0.0, 0.0, 3.0, 5.0, 4.0, 8.0)","(120.045, 0.0, 0.0, 0.05, 2.4, 4.55, 4.05, 6.85)",246.0,1703850.0,"('APPART A VENDR', '75016')"
1290000.0,APPART A VENDR,75011,115.0,0.0,0,1,4,5,0,3,"(115.0, 0.0, 0.0, 1.0, 4.0, 5.0, 0.0, 3.0)","(126.73333333333333, 0.0, 0.0, 0.3333333333333333, 3.6666666666666665, 5.0, 1.6666666666666667, 4.0)",49.0,1603333.3333333333,"('APPART A VENDR', '75011')"
1498000.0,MAISON A VENDR,75019,190.0,108.0,0,0,4,7,0,0,,,,,"('MAISON A VENDR', '75019')"
738000.0,APPART A VENDR,75014,69.0,0.0,0,0,1,3,2,6,"(69.0, 0.0, 0.0, 0.0, 1.0, 3.0, 2.0, 6.0)","(70.3, 0.0, 0.0, 0.0, 1.5, 3.25, 5.0, 9.0)",46.0,679500.0,"('APPART A VENDR', '75014')"
690000.0,APPART A VENDR,75008,63.3,0.0,0,0,1,2,0,0,"(63.3, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0)","(63.4, 0.0, 0.0, 0.25, 1.125, 2.25, 3.0, 4.625)",52.0,1234250.0,"('APPART A VENDR', '75008')"
549900.0,APPART A VENDR,93000,104.8,0.0,0,1,3,5,0,0,,,,,"('APPART A VENDR', '93000')"
1898000.0,APPART A VENDR,75016,131.5,0.0,0,0,2,5,3,6,"(131.5, 0.0, 0.0, 0.0, 2.0, 5.0, 3.0, 6.0)","(135.15, 0.0, 0.0, 0.0, 2.875, 4.875, 3.5625, 6.3125)",246.0,2087625.0,"('APPART A VENDR', '75016')"
2690000.0,APPART A VENDR,75007,137.0,0.0,0,0,3,5,4,4,"(137.0, 0.0, 0.0, 0.0, 3.0, 5.0, 4.0, 4.0)","(131.22222222222223, 0.0, 0.0, 0.0, 2.7777777777777777, 4.333333333333333, 3.5555555555555554, 5.444444444444445)",87.0,2712222.222222222,"('APPART A VENDR', '75007')"
1665000.0,APPART A VENDR,75008,93.0,0.0,0,1,2,3,2,2,"(93.0, 0.0, 0.0, 1.0, 2.0, 3.0, 2.0, 2.0)","(86.75, 0.0, 0.0, 0.25, 1.75, 2.75, 3.0, 4.0)",52.0,1466250.0,"('APPART A VENDR', '75008')"
1470000.0,APPART A VENDR,75003,110.0,0.0,0,0,3,5,3,6,"(110.0, 0.0, 0.0, 0.0, 3.0, 5.0, 3.0, 6.0)","(115.2, 0.0, 0.0, 0.0, 2.8, 4.6, 3.2, 4.2)",37.0,1525000.0,"('APPART A VENDR', '75003')"
1200000.0,APPART A VENDR,75016,120.0,0.0,0,0,2,5,2,6,"(120.0, 0.0, 0.0, 0.0, 2.0, 5.0, 2.0, 6.0)","(120.045, 0.0, 0.0, 0.05, 2.4, 4.55, 4.05, 6.85)",246.0,1703850.0,"('APPART A VENDR', '75016')"
202800.0,APPART A VENDR,75011,19.0,0.0,0,0,1,1,0,6,"(19.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 6.0)","(22.375, 0.0, 0.0, 0.0, 1.0, 1.25, 2.25, 5.0)",49.0,237600.0,"('APPART A VENDR', '75011')"
795000.0,APPART A VENDR,75017,70.0,0.0,0,0,3,4,4,4,"(70.0, 0.0, 0.0, 0.0, 3.0, 4.0, 4.0, 4.0)","(67.53076923076922, 0.0, 0.0, 0.0, 1.7692307692307692, 3.076923076923077, 3.1538461538461537, 4.923076923076923)",113.0,765642.8571428572,"('APPART A VENDR', '75017')"
475000.0,APPART A VENDR,75003,34.0,0.0,0,0,1,2,5,6,"(34.0, 0.0, 0.0, 0.0, 1.0, 2.0, 5.0, 6.0)","(39.333333333333336, 0.0, 0.0, 0.0, 1.0, 2.0, 2.6666666666666665, 5.333333333333333)",37.0,506500.0,"('APPART A VENDR', '75003')"
790000.0,APPART A VENDR,75016,56.1,0.0,0,0,2,3,3,3,"(56.1, 0.0, 0.0, 0.0, 2.0, 3.0, 3.0, 3.0)","(59.76451612903226, 0.0, 0.0, 0.03225806451612903, 1.3548387096774193, 2.5483870967741935, 3.129032258064516, 5.645161290322581)",246.0,742532.2580645161,"('APPART A VENDR', '75016')"
2895000.0,APPART A VENDR,75015,86.0,0.0,0,1,2,5,7,7,"(86.0, 0.0, 0.0, 1.0, 2.0, 5.0, 7.0, 7.0)","(85.6, 0.0, 0.0, 0.2, 2.4, 3.8, 1.8, 5.6)",89.0,1736142.857142857,"('APPART A VENDR', '75015')"
2895000.0,APPART A VENDR,75015,86.0,0.0,0,1,2,5,7,7,"(86.0, 0.0, 0.0, 1.0, 2.0, 5.0, 7.0, 7.0)","(85.6, 0.0, 0.0, 0.2, 2.4, 3.8, 1.8, 5.6)",89.0,1736142.857142857,"('APPART A VENDR', '75015')"
1365000.0,APPART A VENDR,75009,95.3,0.0,0,0,2,4,4,6,,,,,"('APPART A VENDR', '75009')"
287000.0,APPART A VENDR,75016,25.0,0.0,0,0,1,1,4,5,"(25.0, 0.0, 0.0, 0.0, 1.0, 1.0, 4.0, 5.0)","(29.619999999999997, 0.0, 0.1, 0.1, 1.0, 1.5, 2.2, 5.1)",246.0,365600.0,"('APPART A VENDR', '75016')"
1026680.0,APPART A VENDR,93000,138.1,0.0,0,1,3,5,0,1,,,,,"('APPART A VENDR', '93000')"
580000.0,APPART A VENDR,75015,67.3,0.0,0,0,2,3,4,7,"(67.3, 0.0, 0.0, 0.0, 2.0, 3.0, 4.0, 7.0)","(63.15, 0.0, 0.0, 0.0, 1.6428571428571428, 3.0, 2.4285714285714284, 6.0)",89.0,627800.0,"('APPART A VENDR', '75015')"
649000.0,APPART A VENDR,75006,37.0,0.0,0,0,1,2,4,4,"(37.0, 0.0, 0.0, 0.0, 1.0, 2.0, 4.0, 4.0)","(37.2, 0.0, 0.0, 0.0, 1.0, 1.75, 2.25, 3.25)",60.0,629200.0,"('APPART A VENDR', '75006')"
800000.0,APPART A VENDR,75016,80.0,0.0,0,0,2,3,0,7,"(80.0, 0.0, 0.0, 0.0, 2.0, 3.0, 0.0, 7.0)","(82.93684210526315, 0.0, 0.0, 0.0, 2.0526315789473686, 3.6842105263157894, 3.736842105263158, 6.578947368421052)",246.0,1078894.7368421052,"('APPART A VENDR', '75016')"
260000.0,APPART A VENDR,75017,25.8,0.0,0,0,1,1,0,2,"(25.8, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0)","(21.84, 0.0, 0.0, 0.0, 1.0, 1.0, 1.8, 4.2)",113.0,255800.0,"('APPART A VENDR', '75017')"
495000.0,APPART A VENDR,75018,57.0,0.0,0,0,2,3,6,8,"(57.0, 0.0, 0.0, 0.0, 2.0, 3.0, 6.0, 8.0)","(59.14, 0.0, 0.0, 0.0, 1.8, 3.0, 2.3, 7.3)",119.0,508700.0,"('APPART A VENDR', '75018')"
1530000.0,APPART A VENDR,75007,87.0,0.0,0,0,2,3,4,8,"(87.0, 0.0, 0.0, 0.0, 2.0, 3.0, 4.0, 8.0)","(85.84, 0.0, 0.0, 0.0, 1.4, 3.2, 3.8, 6.4)",87.0,2103000.0,"('APPART A VENDR', '75007')"
370000.0,APPART A VENDR,75014,40.0,0.0,0,0,1,2,7,7,"(40.0, 0.0, 0.0, 0.0, 1.0, 2.0, 7.0, 7.0)","(39.96666666666667, 0.0, 0.0, 0.0, 1.0, 2.0, 4.0, 8.666666666666666)",46.0,374333.3333333333,"('APPART A VENDR', '75014')"
232000.0,APPART A VENDR,75016,15.7,0.0,0,0,1,1,4,5,"(15.7, 0.0, 0.0, 0.0, 1.0, 1.0, 4.0, 5.0)","(11.742857142857144, 0.0, 0.0, 0.0, 0.42857142857142855, 1.0, 3.142857142857143, 4.571428571428571)",246.0,153125.0,"('APPART A VENDR', '75016')"
630000.0,APPART A VENDR,75016,58.0,0.0,0,0,1,2,4,4,"(58.0, 0.0, 0.0, 0.0, 1.0, 2.0, 4.0, 4.0)","(59.76451612903226, 0.0, 0.0, 0.03225806451612903, 1.3548387096774193, 2.5483870967741935, 3.129032258064516, 5.645161290322581)",246.0,742532.2580645161,"('APPART A VENDR', '75016')"
850000.0,DUPLEX A VENDR,75016,69.0,0.0,0,0,1,3,1,5,,,,,"('DUPLEX A VENDR', '75016')"
1250000.0,APPART A VENDR,75004,89.0,0.0,0,0,3,4,3,6,"(89.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 6.0)","(89.23333333333333, 0.0, 0.0, 0.16666666666666666, 2.1666666666666665, 3.6666666666666665, 2.3333333333333335, 4.333333333333333)",43.0,1609833.3333333333,"('APPART A VENDR', '75004')"
760000.0,APPART A VENDR,75016,69.0,0.0,0,0,1,3,4,6,"(69.0, 0.0, 0.0, 0.0, 1.0, 3.0, 4.0, 6.0)","(75.36538461538461, 0.0, 0.0, 0.038461538461538464, 1.7307692307692308, 3.1153846153846154, 3.923076923076923, 6.730769230769231)",246.0,1014130.7692307692,"('APPART A VENDR', '75016')"
2280000.0,APPART A VENDR,75015,140.1,0.0,0,0,4,6,0,2,"(140.1, 0.0, 0.0, 0.0, 4.0, 6.0, 0.0, 2.0)","(135.62, 0.0, 0.0, 0.2, 3.8, 5.4, 1.6, 3.8)",89.0,1653000.0,"('APPART A VENDR', '75015')"
2250000.0,APPART A VENDR,75008,190.1,0.0,0,0,4,6,1,6,"(190.1, 0.0, 0.0, 0.0, 4.0, 6.0, 1.0, 6.0)","(190.22, 0.0, 0.0, 0.0, 3.6, 6.0, 2.2, 4.4)",52.0,5391666.666666667,"('APPART A VENDR', '75008')"
1590000.0,APPART A VENDR,75016,132.0,0.0,0,0,3,5,1,1,"(132.0, 0.0, 0.0, 0.0, 3.0, 5.0, 1.0, 1.0)","(135.15, 0.0, 0.0, 0.0, 2.875, 4.875, 3.5625, 6.3125)",246.0,2087625.0,"('APPART A VENDR', '75016')"
299000.0,APPART A VENDR,93000,50.0,0.0,0,0,2,3,1,5,,,,,"('APPART A VENDR', '93000')"
780000.0,APPART A VENDR,75017,61.1,0.0,0,0,1,2,3,3,"(61.1, 0.0, 0.0, 0.0, 1.0, 2.0, 3.0, 3.0)","(59.12222222222223, 0.0, 0.0, 0.0, 1.5555555555555556, 2.5555555555555554, 3.2222222222222223, 4.555555555555555)",113.0,756500.0,"('APPART A VENDR', '75017')"
550000.0,APPART A VENDR,75014,72.0,0.0,0,0,1,3,0,6,"(72.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 6.0)","(70.3, 0.0, 0.0, 0.0, 1.5, 3.25, 5.0, 9.0)",46.0,679500.0,"('APPART A VENDR', '75014')"
535000.0,APPART A VENDR,75007,45.0,0.0,0,0,1,2,0,6,"(45.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 6.0)","(45.1, 0.0, 0.0, 0.0, 1.0, 2.0, 1.5, 6.25)",87.0,650000.0,"('APPART A VENDR', '75007')"
1630000.0,APPART A VENDR,75008,66.0,0.0,0,0,2,3,4,4,"(66.0, 0.0, 0.0, 0.0, 2.0, 3.0, 4.0, 4.0)","(63.4, 0.0, 0.0, 0.25, 1.125, 2.25, 3.0, 4.625)",52.0,1234250.0,"('APPART A VENDR', '75008')"
2300000.0,APPART A VENDR,75006,91.6,0.0,0,0,2,5,5,5,"(91.6, 0.0, 0.0, 0.0, 2.0, 5.0, 5.0, 5.0)","(91.85000000000001, 0.0, 0.0, 0.0, 2.1666666666666665, 3.6666666666666665, 3.1666666666666665, 4.5)",60.0,2109166.6666666665,"('APPART A VENDR', '75006')"
400000.0,APPART A VENDR,75012,46.1,0.0,0,1,1,2,1,6,"(46.1, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 6.0)","(46.699999999999996, 0.0, 0.0, 0.3333333333333333, 1.0, 2.3333333333333335, 3.0, 5.666666666666667)",37.0,479400.0,"('APPART A VENDR', '75012')"
560000.0,APPART A VENDR,75002,40.0,0.0,0,0,1,2,6,6,,,,,"('APPART A VENDR', '75002')"
895000.0,APPART A VENDR,75004,62.0,0.0,0,0,2,3,3,4,"(62.0, 0.0, 0.0, 0.0, 2.0, 3.0, 3.0, 4.0)","(57.0, 0.0, 0.0, 0.0, 1.4, 2.8, 3.8, 5.2)",43.0,939800.0,"('APPART A VENDR', '75004')"
375000.0,APPART A VENDR,75020,44.3,0.0,0,0,1,2,1,9,,,,,"('APPART A VENDR', '75020')"
510000.0,APPART A VENDR,75013,63.0,0.0,0,1,2,3,0,6,,,,,"('APPART A VENDR', '75013')"
438500.0,APPART A VENDR,75014,37.0,0.0,0,0,1,2,4,6,"(37.0, 0.0, 0.0, 0.0, 1.0, 2.0, 4.0, 6.0)","(37.175, 0.0, 0.0, 0.0, 1.0, 2.0, 3.75, 5.25)",46.0,449750.0,"('APPART A VENDR', '75014')"
715000.0,APPART A VENDR,75008,53.1,0.0,0,0,1,2,2,6,"(53.1, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 6.0)","(51.525, 0.0, 0.0, 0.0, 1.0, 2.0, 4.0, 6.0)",52.0,823600.0,"('APPART A VENDR', '75008')"
341250.0,APPART A VENDR,75015,34.4,0.0,0,0,1,1,3,9,"(34.4, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 9.0)","(33.94444444444444, 0.0, 0.0, 0.1111111111111111, 1.0, 1.3333333333333333, 3.3333333333333335, 6.0)",89.0,356583.3333333333,"('APPART A VENDR', '75015')"
787000.0,APPART A VENDR,92000,88.0,0.0,0,0,3,4,3,6,"(88.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 6.0)","(89.25714285714285, 0.0, 0.0, 0.2857142857142857, 3.0, 4.142857142857143, 3.0, 5.714285714285714)",47.0,878650.0,"('APPART A VENDR', '92000')"
1975000.0,APPART A VENDR,75016,110.9,0.0,0,0,3,5,2,6,"(110.9, 0.0, 0.0, 0.0, 3.0, 5.0, 2.0, 6.0)","(107.33888888888889, 0.0, 0.0, 0.0, 2.6666666666666665, 4.444444444444445, 2.7777777777777777, 6.555555555555555)",246.0,1407866.6666666667,"('APPART A VENDR', '75016')"
775000.0,APPART A VENDR,75014,82.0,0.0,0,0,3,4,1,1,"(82.0, 0.0, 0.0, 0.0, 3.0, 4.0, 1.0, 1.0)","(82.0, 0.0, 0.0, 0.0, 3.0, 4.0, 1.0, 5.0)",46.0,817450.0,"('APPART A VENDR', '75014')"
2150000.0,APPART A VENDR,75016,193.0,0.0,0,0,4,5,1,6,"(193.0, 0.0, 0.0, 0.0, 4.0, 5.0, 1.0, 6.0)","(185.35833333333335, 0.0, 0.0, 0.0, 3.5, 5.75, 2.0, 5.166666666666667)",246.0,2641250.0,"('APPART A VENDR', '75016')"
650000.0,APPART A VENDR,75007,49.0,0.0,0,0,1,2,2,5,"(49.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 5.0)","(50.8, 0.0, 0.0, 0.0, 1.3333333333333333, 2.6666666666666665, 3.7777777777777777, 4.666666666666667)",87.0,819750.0,"('APPART A VENDR', '75007')"
1350000.0,APPART A VENDR,75017,108.8,0.0,0,0,2,4,1,4,"(108.8, 0.0, 0.0, 0.0, 2.0, 4.0, 1.0, 4.0)","(111.83333333333333, 0.0, 0.0, 0.0, 2.6666666666666665, 4.333333333333333, 1.3333333333333333, 5.333333333333333)",113.0,1250000.0,"('APPART A VENDR', '75017')"
760000.0,APPART A VENDR,75007,69.0,0.0,0,0,1,3,4,6,"(69.0, 0.0, 0.0, 0.0, 1.0, 3.0, 4.0, 6.0)","(68.89999999999999, 0.0, 0.0, 0.0, 1.6666666666666667, 3.0, 3.6666666666666665, 5.0)",87.0,802500.0,"('APPART A VENDR', '75007')"
1450000.0,APPART A VENDR,75016,135.0,0.0,0,0,4,5,3,5,"(135.0, 0.0, 0.0, 0.0, 4.0, 5.0, 3.0, 5.0)","(135.15, 0.0, 0.0, 0.0, 2.875, 4.875, 3.5625, 6.3125)",246.0,2087625.0,"('APPART A VENDR', '75016')"
