RAW,DATA TAG,PRICE,PRICE_UNIT,CLEANED TAG,TYPE,LOC,ALL AREA,AREA,TERRAIN,DISPONIBL MAINTEN,NEUF,CHAMBRE,PIECE,FLOOR,FLOORS
"Appartement à vendre - Paris 16ème - 1 400 000 € - 3 pièces, 2 chambres, 77,9 m², RDC","['APPART A VENDR', 'PARIS 16EM', '3 PIEC', '2 CHAMBR', '77.9 M²', 'RDC']",1400000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75016,['77.9 M²'],77.9,0.0,0,0,2,3,0,0
"Appartement à vendre - Paris 16ème - 480 000 € - 2 pièces, 1 chambre, 32,8 m², Étage 1/4","['APPART A VENDR', 'PARIS 16EM', '2 PIEC', '1 CHAMBR', '32.8 M²', 'ETAG 1/4']",480000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['32.8 M²'],32.8,0.0,0,0,1,2,1,4
"Appartement à vendre - Paris 16ème - 1 350 000 € - 2 pièces, 92,7 m², Étage 1/5","['APPART A VENDR', 'PARIS 16EM', '2 PIEC', '92.7 M²', 'ETAG 1/5']",1350000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,75016,['92.7 M²'],92.7,0.0,0,0,1,2,1,5
"Appartement à vendre - Paris 18ème - 792 500 € - 5 pièces, 4 chambres, 100 m², Étage 7/11","['APPART A VENDR', 'PARIS 18EM', '5 PIEC', '4 CHAMBR', '100 M²', 'ETAG 7/11']",792500.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['100 M²'],100.0,0.0,0,0,4,5,7,11
"Appartement à vendre - Paris 6ème - 2 100 000 € - 6 pièces, 4 chambres, 159 m², Étage 2/4","['APPART A VENDR', 'PARIS 6EM', '6 PIEC', '4 CHAMBR', '159 M²', 'ETAG 2/4']",2100000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75006,['159 M²'],159.0,0.0,0,0,4,6,2,4
"Appartement à vendre - Paris 6ème - 1 785 000 € - 3 pièces, 2 chambres, 89 m², RDC","['APPART A VENDR', 'PARIS 6EM', '3 PIEC', '2 CHAMBR', '89 M²', 'RDC']",1785000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75006,['89 M²'],89.0,0.0,0,0,2,3,0,0
"Appartement à vendre - Neuilly sur Seine - 690 000 € - 3 pièces, 2 chambres, 68 m², Étage 4/6","['APPART A VENDR', 'NEUILLY SEIN', '3 PIEC', '2 CHAMBR', '68 M²', 'ETAG 4/6']",690000.0,EUR,"('APPART A VENDR', 'NEUILLY SEIN', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,92000,['68 M²'],68.0,0.0,0,0,2,3,4,6
"Appartement à vendre - Paris 3ème - 1 340 000 € - 4 pièces, 3 chambres, 88 m², Étage 1/5","['APPART A VENDR', 'PARIS 3EM', '4 PIEC', '3 CHAMBR', '88 M²', 'ETAG 1/5']",1340000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75003,['88 M²'],88.0,0.0,0,0,3,4,1,5
"Appartement à vendre - Paris 3ème - 295 000 € - 1 pièce, 18 m², Étage 4/5","['APPART A VENDR', 'PARIS 3EM', '1 PIEC', '18 M²', 'ETAG 4/5']",295000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,75003,['18 M²'],18.0,0.0,0,0,0,1,4,5
"Maison à vendre - Paris 13ème - 6 000 000 € - 7 pièces, 4 chambres, 265 m²","['MAISON A VENDR', 'PARIS 13EM', '7 PIEC', '4 CHAMBR', '265 M²']",6000000.0,EUR,"('MAISON A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²')",MAISON A VENDR,75013,['265 M²'],265.0,0.0,0,0,4,7,0,0
"Appartement à vendre - Paris 16ème - 1 400 000 € - 3 pièces, 2 chambres, 83 m², Étage 7/7","['APPART A VENDR', 'PARIS 16EM', '3 PIEC', '2 CHAMBR', '83 M²', 'ETAG 7/7']",1400000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['83 M²'],83.0,0.0,0,0,2,3,7,7
"Appartement à vendre - Paris 15ème - 530 000 € - 2 pièces, 1 chambre, 54 m², RDC/2","['APPART A VENDR', 'PARIS 15EM', '2 PIEC', '1 CHAMBR', '54 M²', 'RDC/2']",530000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75015,['54 M²'],54.0,0.0,0,0,1,2,0,2
"Appartement à vendre - Paris 16ème - 1 460 000 € - 5 pièces, 3 chambres, 127 m², Étage 1/10","['APPART A VENDR', 'PARIS 16EM', '5 PIEC', '3 CHAMBR', '127 M²', 'ETAG 1/10']",1460000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['127 M²'],127.0,0.0,0,0,3,5,1,10
"Duplex à vendre - Paris 5ème - 1 050 000 € - 2 pièces, 1 chambre, 43 m², Étage 5/5","['DUPLEX A VENDR', 'PARIS 5EM', '2 PIEC', '1 CHAMBR', '43 M²', 'ETAG 5/5']",1050000.0,EUR,"('DUPLEX A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",DUPLEX A VENDR,75005,['43 M²'],43.0,0.0,0,0,1,2,5,5
"Appartement à vendre - Paris 16ème - 950 000 € - 4 pièces, 3 chambres, 96 m², Étage 1/6","['APPART A VENDR', 'PARIS 16EM', '4 PIEC', '3 CHAMBR', '96 M²', 'ETAG 1/6']",950000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['96 M²'],96.0,0.0,0,0,3,4,1,6
"Appartement à vendre - Paris 16ème - 1 200 000 € - 2 pièces, 1 chambre, 64 m², 3ème étage","['APPART A VENDR', 'PARIS 16EM', '2 PIEC', '1 CHAMBR', '64 M²', '3EM ETAG']",1200000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['64 M²'],64.0,0.0,0,0,1,2,3,3
"Appartement à vendre - Paris 15ème - 660 000 € - 3 pièces, 1 chambre, 53 m², Étage 10/10","['APPART A VENDR', 'PARIS 15EM', '3 PIEC', '1 CHAMBR', '53 M²', 'ETAG 10/10']",660000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75015,['53 M²'],53.0,0.0,0,0,1,3,10,10
"Appartement à vendre - Paris 8ème - 980 000 € - 3 pièces, 1 chambre, 76 m², Étage 2/6","['APPART A VENDR', 'PARIS 8EM', '3 PIEC', '1 CHAMBR', '76 M²', 'ETAG 2/6']",980000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75008,['76 M²'],76.0,0.0,0,0,1,3,2,6
"Appartement à vendre - Paris 7ème - 740 000 € - 2 pièces, 1 chambre, 38 m², Étage 3/5","['APPART A VENDR', 'PARIS 7EM', '2 PIEC', '1 CHAMBR', '38 M²', 'ETAG 3/5']",740000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75007,['38 M²'],38.0,0.0,0,0,1,2,3,5
"Appartement à vendre - Paris 16ème - 2 750 000 € - 4 pièces, 2 chambres, 195 m², Étage 1/8","['APPART A VENDR', 'PARIS 16EM', '4 PIEC', '2 CHAMBR', '195 M²', 'ETAG 1/8']",2750000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['195 M²'],195.0,0.0,0,0,2,4,1,8
"Appartement à vendre - Neuf - Suresnes - 409 000 € - 1 pièce, 45 m², dès le 31/03/2026","['APPART A VENDR', 'NEUF', 'SURESN', '1 PIEC', '45 M²', '31/03/2026']",409000.0,EUR,"('APPART A VENDR', 'NEUF', 'SURESN', 'PIEC', 'M²')",APPART A VENDR,92000,['45 M²'],45.0,0.0,0,1,0,1,0,0
"Appartement à vendre - Paris 14ème - 810 000 € - 4 pièces, 3 chambres, 80 m², Étage 1/3","['APPART A VENDR', 'PARIS 14EM', '4 PIEC', '3 CHAMBR', '80 M²', 'ETAG 1/3']",810000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75014,['80 M²'],80.0,0.0,0,0,3,4,1,3
"Appartement à vendre - Paris 16ème - 565 000 € - 2 pièces, 1 chambre, 43,4 m², Étage 6/8","['APPART A VENDR', 'PARIS 16EM', '2 PIEC', '1 CHAMBR', '43.4 M²', 'ETAG 6/8']",565000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['43.4 M²'],43.4,0.0,0,0,1,2,6,8
"Appartement à vendre - Neuf - Paris 18ème - 299 000 € - 1 pièce, 34,1 m², 1er étage, dès le 30/06/2028","['APPART A VENDR', 'NEUF', 'PARIS 18EM', '1 PIEC', '34.1 M²', '1ER ETAG', '30/06/2028']",299000.0,EUR,"('APPART A VENDR', 'NEUF', 'PARIS', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,75018,['34.1 M²'],34.1,0.0,0,1,0,1,1,1
"Appartement à vendre - Neuf - Paris 20ème - 850 001 € - 3 pièces, 70,7 m², 2ème étage","['APPART A VENDR', 'NEUF', 'PARIS 20EM', '3 PIEC', '70.7 M²', '2EM ETAG']",850001.0,EUR,"('APPART A VENDR', 'NEUF', 'PARIS', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,75020,['70.7 M²'],70.7,0.0,0,1,2,3,2,2
"Appartement à vendre - Paris 18ème - 315 000 € - 2 pièces, 1 chambre, 28 m², Étage 4/6","['APPART A VENDR', 'PARIS 18EM', '2 PIEC', '1 CHAMBR', '28 M²', 'ETAG 4/6']",315000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['28 M²'],28.0,0.0,0,0,1,2,4,6
"Appartement à vendre - Paris 1er - 1 365 000 € - 3 pièces, 2 chambres, 78 m², Étage 4/6","['APPART A VENDR', 'PARIS 1ER', '3 PIEC', '2 CHAMBR', '78 M²', 'ETAG 4/6']",1365000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75001,['78 M²'],78.0,0.0,0,0,2,3,4,6
"Appartement à vendre - Paris 7ème - 255 000 € - 1 pièce, 13,7 m², RDC","['APPART A VENDR', 'PARIS 7EM', '1 PIEC', '13.7 M²', 'RDC']",255000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'RDC')",APPART A VENDR,75007,['13.7 M²'],13.7,0.0,0,0,0,1,0,0
"Appartement à vendre - Paris 16ème - 77 000 € - 1 pièce, 9 m², RDC","['APPART A VENDR', 'PARIS 16EM', '1 PIEC', '9 M²', 'RDC']",77000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'RDC')",APPART A VENDR,75016,['9 M²'],9.0,0.0,0,0,0,1,0,0
"Appartement à vendre - Paris 16ème - 77 000 € - 1 pièce, 8 m², RDC","['APPART A VENDR', 'PARIS 16EM', '1 PIEC', '8 M²', 'RDC']",77000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'RDC')",APPART A VENDR,75016,['8 M²'],8.0,0.0,0,0,0,1,0,0
"Appartement à vendre - Paris 20ème - 418 000 € - 3 pièces, 2 chambres, 48 m², 1er étage","['APPART A VENDR', 'PARIS 20EM', '3 PIEC', '2 CHAMBR', '48 M²', '1ER ETAG']",418000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75020,['48 M²'],48.0,0.0,0,0,2,3,1,1
"Appartement à vendre - Neuf - Paris 18ème - 769 000 € - 5 pièces, 99,1 m², Étage 7/1","['APPART A VENDR', 'NEUF', 'PARIS 18EM', '5 PIEC', '99.1 M²', 'ETAG 7/1']",769000.0,EUR,"('APPART A VENDR', 'NEUF', 'PARIS', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,75018,['99.1 M²'],99.1,0.0,0,1,3,5,7,1
"Appartement à vendre - Neuf - Saint-Ouen-sur-Seine - 298 000 € - 1 pièce, 25,4 m², 2ème étage","['APPART A VENDR', 'NEUF', 'SAINT OUEN SEIN', '1 PIEC', '25.4 M²', '2EM ETAG']",298000.0,EUR,"('APPART A VENDR', 'NEUF', 'SAINT OUEN SEIN', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,93000,['25.4 M²'],25.4,0.0,0,1,0,1,2,2
"Appartement à vendre - Paris 14ème - 2 380 000 € - 7 pièces, 4 chambres, 197,3 m², 4ème étage","['APPART A VENDR', 'PARIS 14EM', '7 PIEC', '4 CHAMBR', '197.3 M²', '4EM ETAG']",2380000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75014,['197.3 M²'],197.3,0.0,0,0,4,7,4,4
"Appartement à vendre - Paris 15ème - 640 000 € - 3 pièces, 1 chambre, 62,5 m², Étage 3/8","['APPART A VENDR', 'PARIS 15EM', '3 PIEC', '1 CHAMBR', '62.5 M²', 'ETAG 3/8']",640000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75015,['62.5 M²'],62.5,0.0,0,0,1,3,3,8
"Appartement à vendre - Paris 16ème - 495 000 € - 4 pièces, 3 chambres, 60 m², RDC/6","['APPART A VENDR', 'PARIS 16EM', '4 PIEC', '3 CHAMBR', '60 M²', 'RDC/6']",495000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75016,['60 M²'],60.0,0.0,0,0,3,4,0,6
"Appartement à vendre - Paris 16ème - 1 950 000 € - 6 pièces, 4 chambres, 171 m², Étage 2/7","['APPART A VENDR', 'PARIS 16EM', '6 PIEC', '4 CHAMBR', '171 M²', 'ETAG 2/7']",1950000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['171 M²'],171.0,0.0,0,0,4,6,2,7
"Appartement à vendre - Paris 5ème - 2 490 000 € - 3 pièces, 2 chambres, 92 m², Étage 4/6","['APPART A VENDR', 'PARIS 5EM', '3 PIEC', '2 CHAMBR', '92 M²', 'ETAG 4/6']",2490000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75005,['92 M²'],92.0,0.0,0,0,2,3,4,6
